location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
Maldives,17/09/2020,9494,67,33,0,17563.853,61.05,,,251.522,2.66,0.064,,,,,540542,15183.616
Maldives,18/09/2020,9568,74,33,0,17700.752,61.05,,,253.819,2.298,0.063,,,,,540542,15183.616
Maldives,19/09/2020,9649,81,33,0,17850.602,61.05,,,256.424,2.605,0.062,,,,,540542,15183.616
Maldives,20/09/2020,9724,75,33,0,17989.351,61.05,,,258.652,2.227,0.058,,,,,540542,15183.616
Maldives,21/09/2020,9770,46,34,1,18074.451,62.9,,,261.19,2.538,0.055,,,,,540542,15183.616
Maldives,22/09/2020,9818,48,34,0,18163.251,62.9,,,263.391,2.201,0.052,,,,,540542,15183.616
Maldives,23/09/2020,9885,67,34,0,18287.201,62.9,,,265.422,2.031,0.051,,,,,540542,15183.616
Maldives,24/09/2020,9939,54,34,0,18387.1,62.9,,,268.116,2.694,0.05,,,,,540542,15183.616
Maldives,25/09/2020,10014,75,34,0,18525.85,62.9,,,270.871,2.755,0.048,,,,,540542,15183.616
Maldives,26/09/2020,10045,31,34,0,18583.2,62.9,,,273.209,2.338,0.044,,,,,540542,15183.616
Maldives,27/09/2020,10098,53,34,0,18681.25,62.9,,,275.899,2.69,0.04,,,,,540542,15183.616
Maldives,28/09/2020,10157,59,34,0,18790.399,62.9,,,278.828,2.929,0.041,,,,,540542,15183.616
Maldives,29/09/2020,10194,37,34,0,18858.849,62.9,,,281.467,2.64,0.038,,,,,540542,15183.616
Maldives,30/09/2020,10291,97,34,0,19038.299,62.9,,,284.57,3.102,0.039,,,,,540542,15183.616
Maldives,01/10/2020,10354,63,34,0,19154.848,62.9,,,287.582,3.012,0.039,,,,,540542,15183.616
Maldives,02/10/2020,10398,44,34,0,19236.248,62.9,,,290.392,2.81,0.036,,,,,540542,15183.616
Maldives,03/10/2020,10465,67,34,0,19360.198,62.9,,,293.269,2.877,0.039,,,,,540542,15183.616
Maldives,04/10/2020,10530,65,34,0,19480.447,62.9,,,296.197,2.929,0.039,,,,,540542,15183.616
Maldives,05/10/2020,10567,37,34,0,19548.897,62.9,,,299.172,2.975,0.037,,,,,540542,15183.616
Maldives,06/10/2020,10621,54,34,0,19648.797,62.9,,,301.925,2.753,0.039,,,,,540542,15183.616
Maldives,07/10/2020,10656,35,34,0,19713.547,62.9,,,304.002,2.078,0.035,,,,,540542,15183.616
Maldives,08/10/2020,10742,86,34,0,19872.646,62.9,,,306.511,2.509,0.038,,,,,540542,15183.616
Maldives,09/10/2020,10808,66,34,0,19994.746,62.9,,,308.79,2.279,0.041,,,,,540542,15183.616
Maldives,10/10/2020,10859,51,34,0,20089.096,62.9,,,311.265,2.475,0.04,,,,,540542,15183.616
Maldives,11/10/2020,10894,35,35,1,20153.846,64.75,,,313.637,2.372,0.039,,,,,540542,15183.616
Maldives,12/10/2020,10943,49,35,0,20244.495,64.75,,,316.048,2.411,0.041,,,,,540542,15183.616
Maldives,13/10/2020,10993,50,35,0,20336.995,64.75,,,318.617,2.57,0.041,,,,,540542,15183.616
Maldives,14/10/2020,11062,69,35,0,20464.645,64.75,,,320.876,2.259,0.045,,,,,540542,15183.616
Maldives,15/10/2020,11113,51,35,0,20558.994,64.75,,,323.714,2.838,0.04,,,,,540542,15183.616
Maldives,16/10/2020,11154,41,35,0,20634.844,64.75,,,326.241,2.527,0.037,,,,,540542,15183.616
Maldives,17/10/2020,11178,24,36,1,20679.244,66.6,,,329.149,2.908,0.033,,,,,540542,15183.616
Maldives,18/10/2020,11210,32,37,1,20738.444,68.45,,,331.465,2.316,0.033,,,,,540542,15183.616
Maldives,19/10/2020,11232,22,37,0,20779.144,68.45,,,333.941,2.475,0.03,,,,,540542,15183.616
Maldives,20/10/2020,11271,39,37,0,20851.294,68.45,,,336.472,2.531,0.029,,,,,540542,15183.616
Maldives,21/10/2020,11316,45,37,0,20934.543,68.45,,,339.803,3.332,0.025,,,,,540542,15183.616
Maldives,22/10/2020,11358,42,37,0,21012.243,68.45,,,342.623,2.819,0.024,,,,,540542,15183.616
Maldives,23/10/2020,11391,33,37,0,21073.293,68.45,,,345.527,2.904,0.023,,,,,540542,15183.616
Maldives,24/10/2020,11421,30,37,0,21128.793,68.45,,,348.034,2.507,0.024,,,,,540542,15183.616
Maldives,25/10/2020,11505,84,37,0,21284.193,68.45,,,352.161,4.127,0.026,,,,,540542,15183.616
Maldives,26/10/2020,11532,27,37,0,21334.142,68.45,,,354.568,2.407,0.027,,,,,540542,15183.616
Maldives,27/10/2020,11567,35,37,0,21398.892,68.45,,,357.375,2.806,0.026,,,,,540542,15183.616
Maldives,28/10/2020,11591,24,37,0,21443.292,68.45,,,359.981,2.607,0.025,,,,,540542,15183.616
Maldives,29/10/2020,11616,25,37,0,21489.542,68.45,,,362.701,2.719,0.024,,,,,540542,15183.616
Maldives,30/10/2020,11643,27,37,0,21539.492,68.45,,,365.986,3.286,0.023,,,,,540542,15183.616
Maldives,31/10/2020,11659,16,38,1,21569.092,70.3,,,368.214,2.227,0.022,,,,,540542,15183.616
Maldives,01/11/2020,11701,42,38,0,21646.792,70.3,,,371.766,3.552,0.018,,,,,540542,15183.616
Maldives,02/11/2020,11737,36,38,0,21713.391,70.3,,,374.204,2.438,0.019,,,,,540542,15183.616
Maldives,03/11/2020,11796,59,38,0,21822.541,70.3,,,376.925,2.721,0.022,,,,,540542,15183.616
Maldives,04/11/2020,11822,26,38,0,21870.641,70.3,,,379.016,2.09,0.022,,,,,540542,15183.616
Maldives,05/11/2020,11893,71,38,0,22001.991,70.3,,,382.268,3.252,0.026,,,,,540542,15183.616
Maldives,06/11/2020,11932,39,39,1,22074.14,72.15,,,384.993,2.725,0.028,,,,,540542,15183.616
Maldives,07/11/2020,11962,30,39,0,22129.64,72.15,,,387.363,2.37,0.029,,,,,540542,15183.616
Maldives,08/11/2020,11986,24,39,0,22174.04,72.15,,,389.938,2.575,0.029,,,,,540542,15183.616
Maldives,09/11/2020,12009,23,40,1,22216.59,74,,,392.421,2.483,0.028,,,,,540542,15183.616
Maldives,10/11/2020,12030,21,41,1,22255.44,75.85,,,395.181,2.76,0.024,,,,,540542,15183.616
Maldives,11/11/2020,12059,29,41,0,22309.09,75.85,,,397.357,2.176,0.024,,,,,540542,15183.616
Maldives,12/11/2020,12085,26,41,0,22357.19,75.85,,,400.028,2.671,0.02,,,,,540542,15183.616
Maldives,13/11/2020,12112,27,41,0,22407.14,75.85,,,402.352,2.324,0.019,,,,,540542,15183.616
Maldives,14/11/2020,12154,42,42,1,22484.839,77.7,,,404.599,2.248,0.021,,,,,540542,15183.616
Maldives,15/11/2020,12204,50,43,1,22577.339,79.55,,,407.332,2.732,0.023,,,,,540542,15183.616
Maldives,16/11/2020,12314,110,44,1,22780.838,81.4,,,410.714,3.382,0.031,,,,,540542,15183.616
Maldives,17/11/2020,12355,41,45,1,22856.688,83.25,,,412.702,1.989,0.034,,,,,540542,15183.616
Maldives,18/11/2020,12384,29,45,0,22910.338,83.25,,,415.218,2.516,0.034,,,,,540542,15183.616
Maldives,19/11/2020,12452,68,45,0,23036.138,83.25,,,418.049,2.83,0.038,,,,,540542,15183.616
Maldives,20/11/2020,12546,94,45,0,23210.037,83.25,,,421.153,3.104,0.043,,,,,540542,15183.616
Maldives,21/11/2020,12578,32,45,0,23269.237,83.25,,,424.041,2.888,0.04,,,,,540542,15183.616
Maldives,22/11/2020,12608,30,46,1,23324.737,85.1,,,427.303,3.262,0.037,,,,,540542,15183.616
Maldives,23/11/2020,12758,150,46,0,23602.236,85.1,,,430.479,3.176,0.042,,,,,540542,15183.616
Maldives,24/11/2020,12810,52,46,0,23698.436,85.1,,,433.903,3.424,0.04,,,,,540542,15183.616
Maldives,25/11/2020,12854,44,46,0,23779.836,85.1,,,436.708,2.805,0.04,,,,,540542,15183.616
Maldives,26/11/2020,12889,35,46,0,23844.586,85.1,,,439.905,3.197,0.037,,,,,540542,15183.616
Maldives,27/11/2020,12933,44,46,0,23925.985,85.1,,,442.75,2.845,0.033,,,,,540542,15183.616
Maldives,28/11/2020,12947,14,46,0,23951.885,85.1,,,446.11,3.36,0.031,,,,,540542,15183.616
Maldives,29/11/2020,12994,47,46,0,24038.835,85.1,,,449.493,3.384,0.032,,,,,540542,15183.616
Maldives,30/11/2020,13011,17,46,0,24070.285,85.1,,,452.266,2.773,0.021,,,,,540542,15183.616
Maldives,01/12/2020,13049,38,47,1,24140.585,86.95,,,455.445,3.178,0.021,,,,,540542,15183.616
Maldives,02/12/2020,13070,21,47,0,24179.435,86.95,,,458.889,3.445,0.018,,,,,540542,15183.616
Maldives,03/12/2020,13106,36,47,0,24246.035,86.95,,,462.221,3.332,0.018,,,,,540542,15183.616
Maldives,04/12/2020,13143,37,47,0,24314.484,86.95,,,465.464,3.243,0.017,,,,,540542,15183.616
Maldives,05/12/2020,13159,16,47,0,24344.084,86.95,,,469.186,3.722,0.017,,,,,540542,15183.616
Maldives,06/12/2020,13198,39,47,0,24416.234,86.95,,,,,0.018,,,,,540542,15183.616
Maldives,07/12/2020,13213,15,47,0,24443.984,86.95,,,472.389,,0.019,,,,,540542,15183.616
Maldives,08/12/2020,13248,35,47,0,24508.734,86.95,,,475.623,3.234,0.018,,,,,540542,15183.616
Maldives,09/12/2020,13274,26,47,0,24556.834,86.95,,,478.819,3.197,0.019,,,,,540542,15183.616
Maldives,10/12/2020,13308,34,47,0,24619.734,86.95,,,482.627,3.807,0.018,,,,,540542,15183.616
Maldives,11/12/2020,13326,18,48,1,24653.033,88.8,,,486.989,4.362,0.016,,,,,540542,15183.616
Maldives,12/12/2020,13348,22,48,0,24693.733,88.8,,,490.626,3.637,0.016,,,,,540542,15183.616
Maldives,13/12/2020,13368,20,48,0,24730.733,88.8,,,494.391,3.765,0.013,,,,,540542,15183.616
Maldives,14/12/2020,13379,11,48,0,24751.083,88.8,,,497.821,3.43,0.012,,,,,540542,15183.616
Maldives,15/12/2020,13392,13,48,0,24775.133,88.8,,,502.916,5.095,0.01,,,,,540542,15183.616
Maldives,16/12/2020,13402,10,48,0,24793.633,88.8,,,507.165,4.249,0.008,,,,,540542,15183.616
Maldives,17/12/2020,13418,16,48,0,24823.233,88.8,,,513.031,5.866,0.007,,,,,540542,15183.616
Maldives,18/12/2020,13444,26,48,0,24871.333,88.8,,,518.341,5.309,0.007,,,,,540542,15183.616
Maldives,19/12/2020,13474,30,48,0,24926.833,88.8,,,525.312,6.971,0.007,,,,,540542,15183.616
Maldives,20/12/2020,13493,19,48,0,24961.983,88.8,,,531.137,5.826,0.006,,,,,540542,15183.616
Maldives,21/12/2020,13501,8,48,0,24976.783,88.8,,,535.971,4.834,0.006,,,,,540542,15183.616
Maldives,22/12/2020,13524,23,48,0,25019.332,88.8,,,540.419,4.447,0.007,,,,,540542,15183.616
Maldives,23/12/2020,13537,13,48,0,25043.382,88.8,,,544.96,4.542,0.007,,,,,540542,15183.616
Maldives,24/12/2020,13558,21,48,0,25082.232,88.8,,,549.7,4.74,0.007,,,,,540542,15183.616
Maldives,25/12/2020,13583,25,48,0,25128.482,88.8,,,553.739,4.039,0.007,,,,,540542,15183.616
Maldives,26/12/2020,13618,35,48,0,25193.232,88.8,,,557.664,3.926,0.008,,,,,540542,15183.616
Maldives,27/12/2020,13644,26,48,0,25241.332,88.8,,,562.744,5.08,0.009,,,,,540542,15183.616
Maldives,28/12/2020,13660,16,48,0,25270.932,88.8,,,567.073,4.329,0.009,,,,,540542,15183.616
Maldives,29/12/2020,13691,31,48,0,25328.282,88.8,,,571.965,4.891,0.01,,,,,540542,15183.616
Maldives,30/12/2020,13738,47,48,0,25415.231,88.8,,,577.467,5.502,0.011,,,,,540542,15183.616
Maldives,31/12/2020,13757,19,48,0,25450.381,88.8,,,582.008,4.542,0.011,,,,,540542,15183.616
Maldives,01/01/2021,13804,47,48,0,25537.331,88.8,,,585.866,3.857,0.013,,,,,540542,15183.616
Maldives,02/01/2021,13834,30,48,0,25592.831,88.8,,,589.76,3.894,0.012,,,,,540542,15183.616
Maldives,03/01/2021,13867,33,48,0,25653.881,88.8,,,592.968,3.208,0.014,,,,,540542,15183.616
Maldives,04/01/2021,13893,26,48,0,25701.981,88.8,,,598.335,5.367,0.014,,,,,540542,15183.616
Maldives,05/01/2021,13930,37,48,0,25770.43,88.8,,,604.047,5.713,0.014,,,,,540542,15183.616
Maldives,06/01/2021,13967,37,48,0,25838.88,88.8,,,608.569,4.521,0.014,,,,,540542,15183.616
Maldives,07/01/2021,13988,21,49,1,25877.73,90.65,,,613.592,5.023,0.014,,,,,540542,15183.616
Maldives,08/01/2021,14040,52,49,0,25973.93,90.65,,,618.342,4.751,0.013,,,,,540542,15183.616
Maldives,09/01/2021,14065,25,49,0,26020.18,90.65,,,622.823,4.481,0.013,,,,,540542,15183.616
Maldives,10/01/2021,14109,44,49,0,26101.58,90.65,,,,,0.014,,,,,540542,15183.616
Maldives,11/01/2021,14159,50,49,0,26194.079,90.65,,,628.612,,0.016,,,,,540542,15183.616
Maldives,12/01/2021,14218,59,49,0,26303.229,90.65,,,633.732,5.121,0.018,,,,,540542,15183.616
Maldives,13/01/2021,14277,59,49,0,26412.379,90.65,,,639.871,6.138,0.018,,,,,540542,15183.616
Maldives,14/01/2021,14325,48,49,0,26501.178,90.65,,,646.002,6.131,0.019,,,,,540542,15183.616
Maldives,15/01/2021,14375,50,49,0,26593.678,90.65,,,651.899,5.898,0.018,,,,,540542,15183.616
Maldives,16/01/2021,14426,51,49,0,26688.028,90.65,,,658.062,6.162,0.019,,,,,540542,15183.616
Maldives,17/01/2021,14513,87,49,0,26848.978,90.65,,,663.617,5.556,0.02,,,,,540542,15183.616
Maldives,18/01/2021,14582,69,49,0,26976.627,90.65,,,669.778,6.16,0.019,,,,,540542,15183.616
Maldives,19/01/2021,14633,51,49,0,27070.977,90.65,,,675.639,5.861,0.018,,,,,540542,15183.616
Maldives,20/01/2021,14712,79,49,0,27217.127,90.65,,,681.98,6.342,0.019,,,,,540542,15183.616
Maldives,21/01/2021,14765,53,50,1,27315.176,92.5,,,686.681,4.701,0.02,,,,,540542,15183.616
Maldives,22/01/2021,14830,65,50,0,27435.426,92.5,,,692.013,5.332,0.021,,,,,540542,15183.616
Maldives,23/01/2021,14885,55,50,0,27537.176,92.5,,,697.097,5.084,0.022,,,,,540542,15183.616
Maldives,24/01/2021,14993,108,51,1,27736.975,94.35,,,703.12,6.024,0.022,,,,,540542,15183.616
Maldives,25/01/2021,15102,109,51,0,27938.625,94.35,,,711.893,8.773,0.023,,,,,540542,15183.616
Maldives,26/01/2021,15247,145,51,0,28206.874,94.35,,,718.068,6.175,0.027,,,,,540542,15183.616
Maldives,27/01/2021,15390,143,51,0,28471.423,94.35,,,724.871,6.802,0.029,,,,,540542,15183.616
Maldives,28/01/2021,15496,106,51,0,28667.523,94.35,,,730.961,6.09,0.031,,,,,540542,15183.616
Maldives,29/01/2021,15614,118,51,0,28885.822,94.35,,,736.329,5.369,0.033,,,,,540542,15183.616
Maldives,30/01/2021,15736,122,51,0,29111.521,94.35,,,742.869,6.54,0.034,,,,,540542,15183.616
Maldives,31/01/2021,15841,105,52,1,29305.771,96.2,,,747.679,4.81,0.035,,,,,540542,15183.616
Maldives,01/02/2021,16056,215,52,0,29703.52,96.2,,,755.312,7.633,0.041,,,,,540542,15183.616
Maldives,02/02/2021,16155,99,52,0,29886.669,96.2,,,761.734,6.421,0.038,880,880,,,540542,15183.616
Maldives,03/02/2021,16276,121,53,1,30110.519,98.05,,,767.648,5.914,0.038,1578,1578,,698,540542,15183.616
Maldives,04/02/2021,16410,134,54,1,30358.418,99.9,,,774.837,7.189,0.039,3204,3204,,1626,540542,15183.616
Maldives,05/02/2021,16547,137,54,0,30611.867,99.9,,,780.354,5.517,0.039,4269,4269,,1065,540542,15183.616
Maldives,06/02/2021,16656,109,54,0,30813.517,99.9,,,786.311,5.957,0.039,6854,6854,,2585,540542,15183.616
Maldives,07/02/2021,16783,127,55,1,31048.466,101.75,,,792.14,5.829,0.039,9752,9752,,2898,540542,15183.616
Maldives,08/02/2021,16909,126,55,0,31281.566,101.75,,,799.436,7.296,0.036,12934,12934,,3182,540542,15183.616
Maldives,09/02/2021,17101,192,56,1,31636.765,103.6,,,808.161,8.725,0.038,16251,16251,,3317,540542,15183.616
Maldives,10/02/2021,17201,100,56,0,31821.764,103.6,,,815.012,6.851,0.036,20161,20161,,3910,540542,15183.616
Maldives,11/02/2021,17387,186,56,0,32165.863,103.6,,,823.827,8.815,0.037,25327,25327,,5166,540542,15183.616
Maldives,12/02/2021,17507,120,57,1,32387.863,105.45,,,828.916,5.089,0.037,27367,27367,,2040,540542,15183.616
Maldives,13/02/2021,17716,209,58,1,32774.512,107.3,,,836.327,7.411,0.039,33106,33106,,5739,540542,15183.616
Maldives,14/02/2021,17828,112,58,0,32981.711,107.3,,,842.797,6.469,0.038,38591,38591,,5485,540542,15183.616
Maldives,15/02/2021,17953,125,58,0,33212.96,107.3,,,851.841,9.045,0.037,43817,43817,,5226,540542,15183.616
Maldives,16/02/2021,18082,129,58,0,33451.61,107.3,,,861.175,9.333,0.034,50047,50047,,6230,540542,15183.616
Maldives,17/02/2021,18224,142,58,0,33714.309,107.3,,,869.664,8.49,0.035,56218,56218,,6171,540542,15183.616
Maldives,18/02/2021,18340,116,58,0,33928.908,107.3,,,876.996,7.332,0.033,64048,64048,,7830,540542,15183.616
Maldives,19/02/2021,18467,127,58,0,34163.858,107.3,,,884.849,7.853,0.032,64048,64048,,0,540542,15183.616
Maldives,20/02/2021,18612,145,60,2,34432.107,111,,,892.032,7.184,0.03,70009,70009,,5961,540542,15183.616
Maldives,21/02/2021,18769,157,60,0,34722.556,111,,,900.085,8.053,0.03,75013,75013,,5004,540542,15183.616
Maldives,22/02/2021,18930,161,60,0,35020.405,111,,,909.335,9.25,0.031,80159,80159,,5146,540542,15183.616
Maldives,23/02/2021,19038,108,60,0,35220.205,111,,,917.453,8.118,0.031,85110,85110,,4951,540542,15183.616
Maldives,24/02/2021,19162,124,60,0,35449.604,111,,,925.292,7.838,0.031,90865,90865,,5755,540542,15183.616
Maldives,25/02/2021,19346,184,60,0,35790.003,111,,,932.679,7.387,0.033,98311,98311,,7446,540542,15183.616
Maldives,26/02/2021,19479,133,60,0,36036.053,111,,,941.451,8.773,0.033,99419,99419,,1108,540542,15183.616
Maldives,27/02/2021,19597,118,61,1,36254.352,112.85,,,948.763,7.311,0.032,105492,105492,,6073,540542,15183.616
Maldives,28/02/2021,19793,196,62,1,36616.951,114.7,,,958.275,9.513,0.033,111415,111415,,5923,540542,15183.616
Maldives,01/03/2021,19979,186,62,0,36961.05,114.7,,,966.132,7.857,0.034,117115,117115,,5700,540542,15183.616
Maldives,02/03/2021,20144,165,62,0,37266.299,114.7,,,975.327,9.194,0.035,123665,123665,,6550,540542,15183.616
Maldives,03/03/2021,20280,136,63,1,37517.899,116.55,,,983.211,7.885,0.036,129424,129424,,5759,540542,15183.616
Maldives,04/03/2021,20447,167,64,1,37826.848,118.4,,,990.776,7.565,0.035,137124,137124,,7700,540542,15183.616
Maldives,05/03/2021,20565,118,64,0,38045.147,118.4,,,996.259,5.483,0.037,138827,138827,,1703,540542,15183.616
Maldives,06/03/2021,20663,98,64,0,38226.447,118.4,,,1004.248,7.988,0.036,145768,145768,,6941,540542,15183.616
Maldives,07/03/2021,20794,131,64,0,38468.796,118.4,,,1011.076,6.828,0.035,151643,151643,,5875,540542,15183.616
Maldives,08/03/2021,20919,125,64,0,38700.046,118.4,,,1017.817,6.741,0.034,157813,157813,,6170,540542,15183.616
Maldives,09/03/2021,21034,115,64,0,38912.795,118.4,,,1024.99,7.172,0.033,165675,165675,,7862,540542,15183.616
Maldives,10/03/2021,21144,110,64,0,39116.294,118.4,,,1030.175,5.186,0.034,175456,175456,,9781,540542,15183.616
Maldives,11/03/2021,21268,124,64,0,39345.694,118.4,,,1035.834,5.659,0.034,186930,186930,,11474,540542,15183.616
Maldives,12/03/2021,21382,114,64,0,39556.593,118.4,,,1042.239,6.405,0.033,188436,188436,,1506,540542,15183.616
Maldives,13/03/2021,21476,94,64,0,39730.493,118.4,,,1050.797,8.558,0.032,198206,198206,,9770,540542,15183.616
Maldives,14/03/2021,21572,96,64,0,39908.092,118.4,,,1056.478,5.681,0.032,206114,206114,,7908,540542,15183.616
Maldives,15/03/2021,21666,94,64,0,40081.992,118.4,,,1064.916,8.438,0.029,212711,212711,,6597,540542,15183.616
Maldives,16/03/2021,21819,153,64,0,40365.041,118.4,,,1073.339,8.423,0.03,214486,214486,,1775,540542,15183.616
Maldives,17/03/2021,21961,142,64,0,40627.74,118.4,,,1080.327,6.987,0.03,215852,215852,,1366,540542,15183.616
Maldives,18/03/2021,22147,186,64,0,40971.839,118.4,,,1089,8.673,0.031,217597,217597,,1745,540542,15183.616
Maldives,19/03/2021,22292,145,65,1,41240.089,120.25,,,1097.251,8.251,0.031,218046,218046,,449,540542,15183.616
Maldives,20/03/2021,22373,81,65,0,41389.938,120.25,,,1106.29,9.039,0.03,218645,218645,,599,540542,15183.616
Maldives,21/03/2021,22513,140,66,1,41648.938,122.1,,,1114.424,8.134,0.03,218912,218912,,267,540542,15183.616
Maldives,22/03/2021,22662,149,66,0,41924.587,122.1,,,1121.744,7.32,0.032,220768,220768,,1856,540542,15183.616
Maldives,23/03/2021,22790,128,66,0,42161.386,122.1,,,1129.766,8.022,0.032,222970,222970,,2202,540542,15183.616
Maldives,24/03/2021,22929,139,66,0,42418.535,122.1,,,1142.085,12.319,0.029,224979,224979,,2009,540542,15183.616
Maldives,25/03/2021,23091,162,66,0,42718.235,122.1,,,1150.073,7.988,0.029,227423,227423,,2444,540542,15183.616
Maldives,26/03/2021,23237,146,66,0,42988.334,122.1,,,1155.527,5.454,0.03,227696,227696,,273,540542,15183.616
Maldives,27/03/2021,23403,166,66,0,43295.433,122.1,,,1163.451,7.924,0.033,230130,230130,,2434,540542,15183.616
Maldives,28/03/2021,23524,121,66,0,43519.282,122.1,,,1170.348,6.897,0.033,232175,232175,,2045,540542,15183.616
Maldives,29/03/2021,23671,147,66,0,43791.232,122.1,,,1176.771,6.423,0.034,233875,233875,,1700,540542,15183.616
Maldives,30/03/2021,23838,167,66,0,44100.181,122.1,,,1183.233,6.462,0.036,235682,235682,,1807,540542,15183.616
Maldives,31/03/2021,24079,241,67,1,44546.03,123.95,,,1190.355,7.122,0.044,237716,237716,,2034,540542,15183.616
Maldives,01/04/2021,24379,300,67,0,45101.028,123.95,,,1197.061,6.706,0.051,240773,240773,,3057,540542,15183.616
Maldives,02/04/2021,24548,169,67,0,45413.677,123.95,,,1202.693,5.631,0.051,241127,241127,,354,540542,15183.616
Maldives,03/04/2021,24651,103,67,0,45604.227,123.95,,,1208.359,5.667,0.051,245470,243749,1721,4343,540542,15183.616
Maldives,04/04/2021,24783,132,67,0,45848.426,123.95,,,1214,5.641,0.053,250633,246896,3737,5163,540542,15183.616
Maldives,05/04/2021,24908,125,67,0,46079.676,123.95,,,1219.988,5.988,0.053,256892,251139,5753,6259,540542,15183.616
Maldives,06/04/2021,25053,145,67,0,46347.925,123.95,,,1229.039,9.05,0.049,263832,255881,7951,6940,540542,15183.616
Maldives,07/04/2021,25191,138,67,0,46603.224,123.95,,,1236.502,7.463,0.045,270854,260285,10569,7022,540542,15183.616
Maldives,08/04/2021,25304,113,67,0,46812.274,123.95,,,1242.166,5.665,0.038,280186,265235,14951,9332,540542,15183.616
Maldives,09/04/2021,25436,132,67,0,47056.473,123.95,,,1247.872,5.705,0.036,282926,267795,15131,2740,540542,15183.616
Maldives,10/04/2021,25524,88,67,0,47219.273,123.95,,,1253.457,5.585,0.036,283753,268459,15294,827,540542,15183.616
Maldives,11/04/2021,25617,93,67,0,47391.322,123.95,,,1258.988,5.531,0.034,,,,,540542,15183.616
Maldives,12/04/2021,25701,84,67,0,47546.722,123.95,,,1263.088,4.1,0.034,299029,273660,25369,,540542,15183.616
Maldives,13/04/2021,25759,58,67,0,47654.021,123.95,,,1268.086,4.999,0.033,,,,,540542,15183.616
Maldives,14/04/2021,25844,85,67,0,47811.271,123.95,,,1272.551,4.464,0.034,303752,274782,28970,,540542,15183.616
Maldives,15/04/2021,25939,95,67,0,47987.02,123.95,,,1277.399,4.849,0.033,312053,277522,34531,8301,540542,15183.616
Maldives,16/04/2021,26021,82,68,1,48138.72,125.8,,,1282.18,4.78,0.032,313363,278069,35294,1310,540542,15183.616
Maldives,17/04/2021,26145,124,69,1,48368.119,127.65,,,1286.962,4.782,0.034,319532,279302,40230,6169,540542,15183.616
Maldives,18/04/2021,26348,203,70,1,48743.668,129.5,,,1291.916,4.954,0.041,327665,281848,45817,8133,540542,15183.616
Maldives,19/04/2021,26505,157,70,0,49034.118,129.5,,,1297.692,5.776,0.043,335323,283973,51350,7658,540542,15183.616
Maldives,20/04/2021,26667,162,71,1,49333.817,131.35,,,1302.842,5.15,0.048,342379,285562,56817,7056,540542,15183.616
Maldives,21/04/2021,26920,253,71,0,49801.866,131.35,,,1308.921,6.079,0.055,349757,287171,62586,7378,540542,15183.616
